Argument ID	Conclusion	Stance	Premise
A18211	We should ban cosmetic surgery for minors	in favor of	minors are too immature to make this decision
A18213	We should ban targeted killing	against	targeted killing may be necessary in very limited circumstances where there is an immediate threat to life of civilians or military personnel
A18214	We should limit executive compensation	in favor of	executive compensation could encourage money laundering and corruption
A18215	We should ban targeted killing	against	we should  not ban targeted killing, it prevents mass military campaigns and minimises casualties
A18216	We should ban fast food	against	people should be able to choose what they want to eat
A18218	We should adopt a zero-tolerance policy in schools	in favor of	it makes a school a safe place for children to learn
A18221	We should ban private military companies	in favor of	private military companies are a risk to the general public as they are not regulated and therefore should be banned
A18223	We should subsidize space exploration	in favor of	space exploration needs our support to help us understand the universe and our place in it.
A18225	We should ban whaling	in favor of	whaling is inhumane and should be banned.
A18226	We should subsidize Wikipedia	against	there is not need to subsidize wikipedia, it does not serve any purpose that cannot be filled elsewhere.
A18227	We should limit judicial activism	in favor of	judges who rule based on their own personal and political beliefs usurp the power of our elected officials and are violating our constitutional rights,
A18228	We should ban targeted killing	against	TARGETED KILLING MAKES THE WORLD A SAFER PLACE REMOVING THOSE PEOPLE WHO AIM TO HARM OTHERS
A18229	We should ban human cloning	against	we should not ban human cloning because it could help with medical research
A18231	We should legalize sex selection	against	We should not legalize sex selection as this is playing god and can open the door to a raft of other genetic selection that is not thoroughly tested.
A18232	We should abolish capital punishment	in favor of	Given that we can almost never guarantee that someone isn't wrongly convicted, we shouldn't have capital punishment because it can't be undone if new evidence comes out.
A18233	We should end the use of economic sanctions	in favor of	they only hurt the poorest of society and are an outdated punishment.
A18234	We should ban whaling	in favor of	so often these creatures are butchered to death for one small part of their anatomy for medicine made up by a scam doctor
A18236	We should abandon the use of school uniform	against	the use of school uniforms helps the poorest to attend classes without the problem of lack of clothing
A18237	We should cancel pride parades	against	pride parades are an important part of society to promote freedom of choice  and acceptance.
A18238	We should subsidize space exploration	against	space exploration is a waste of taxpayers money and should be funded by private enterprises.
A18239	We should adopt a zero-tolerance policy in schools	in favor of	Zero-tolerance policies may seem unfair to the individual but bad and risky behavior at schools spreads faster than wildfire. Sometimes we must make an example of an individual for the greater good.
A18240	We should ban cosmetic surgery	against	everyone has the right to alter their bodies or appearances in which ever way makes them feel comfortable and at ease.
A18241	We should ban whaling	against	We should not ban whaling because it is important to many aboriginal cultures in the arctic, and it is wrong for the governments of countries like Canada and Russia to oppress those peoples.
A18242	We should subsidize space exploration	against	humans shouldn't colonize space until we learn to care for earth
A18243	We should ban factory farming	against	factory farming is a great way to get more food for everyone
A18245	We should end mandatory retirement	in favor of	mandatory retirement is harsh.  it pushes workers who might still be viable out of the workforce for no other reason than their age, often leaving them to struggle.
A18246	We should subsidize journalism	in favor of	we should, if it's subsidised it could mean better journalism
A18248	We should introduce compulsory voting	in favor of	elections are supposed to be won by the opinion of the people.  if only a select few people vote, then the result only reflects their opinions, not that of the whole population.
A18249	We should ban algorithmic trading	in favor of	Algorithmic trading allows computers to buy and sell assets suddenly and in massive quantities, creating shifts in the market and making human trading difficult.
A18253	We should limit judicial activism	in favor of	judicial activism should be limited so that judgements are reached based on factual evidence only. allowing personal opinions to cloud the issue can result in mis-trials of justice.
A18256	We should ban missionary work	in favor of	Missionary work forces the opinions of others onto individuals that didn't consent or want the religion.
A18258	We should subsidize student loans	in favor of	Students are and will always be the backbone of the society. It's compulsory to support these growing students in becoming true, well educated citizens to support the economy.
A18259	We should abolish safe spaces	in favor of	we should abolish safe spaces as policing these areas is costly and it is against human rights to stop freedom of movement into different areas.
A18260	We should ban factory farming	in favor of	Factory farming should be banned as it is an unhealthy and uncaring atmosphere in which to raise animals and doesn't result in a good quality product at the end.
A18261	We should subsidize student loans	in favor of	students that work hard to get a degree should not start out their journey into the real world, in debt
A18262	We should subsidize journalism	in favor of	supporting journalism is obligatory in our democracy society and `free speech` should be defended and approved by all means.
A18264	We should ban targeted killing	in favor of	TARGETED KILLING IS STILL MURDER EVEN IF IT IS SANCTIONED BY A COUNTRY'S GOVERNMENT
A18265	We should abolish zoos	in favor of	we should abolish zoos to prevent the cruel confinement of wild animals
A18266	We should legalize prostitution	in favor of	When prostitution is illegal, prostitutes are defenseless, and are often harassed and abused.
A18267	We should adopt libertarianism	in favor of	lower taxes and more freedom from big government would be the result if we adopted libertarianism.
A18268	We should subsidize embryonic stem cell research	against	embryonic stem cell research requires the destruction of human embryos and so is considered unethical by many people
A18270	We should legalize prostitution	in favor of	Everyone has the right to bodily autonomy. If a person chooses to sell his or her body for sex, it should not be illegal.
A18275	We should adopt atheism	in favor of	we should adopt atheism because for decades we have proven with science that religious explanations are incorrect
A18276	We should abolish zoos	against	zoos provide the only places for some endangered species to survive that they are essential and we should not abolish them we need to support them and their breeding programs.
A18278	We should cancel pride parades	in favor of	pride parades have now grown to the point where they are increasingly difficult to police and the scale of the events now need to be looked at to ensure the safety of all participants.
A18279	We should ban private military companies	in favor of	we should ban this because they cant be controlled and could turn against the government or people. they also might cause more problems then help solve them.
A18281	We should abolish intellectual property rights	in favor of	Intellectual property rights slows down the speed with which people have access to technology, goods and ideas that could transfrom their lives so should be abolished.
A18283	We should oppose collectivism	in favor of	collectivism and the impingement of the the government results in people blaming others for their problems rather than looking for solutions themselves
A18284	We should legalize cannabis	in favor of	for people undergoing chemotherapy, cannabis can be extremely helpful in regaining appetite for food
A18285	We should abolish intellectual property rights	against	somebody was working hard to make something and then should be rewarded for it. that`s what intellectual property rights all about.
A18286	We should abolish the right to keep and bear arms	against	it is a fundamental right of american citizens to keep and bear arms and to remove that right would simply drive arms trading underground.
A18287	We should legalize organ trade	in favor of	organs are expensive, and a legal trade can allow for someone in desperate need to get an organ without money or wait times.
A18290	We should ban the use of child actors	in favor of	Child actors are forced to grow up way too fast, they are thrown into a world of drugs and sex at an early age.   Kids should be away from all that until Hollywood is safe for them.
A18291	We should adopt gender-neutral language	in favor of	gender-neutral language should be adopted so that society can progress and advance. does it really matter if you are a man or woman anymore? it shouldn't.
A18292	We should fight for the abolition of nuclear weapons	in favor of	we should fight for the abolition of nuclear weapons or else the entire world will destroy itself.
A18293	We should cancel pride parades	in favor of	they are a waste of public resources.  policing these events costs a lot of money and to what end?
A18296	We should abolish the right to keep and bear arms	against	people should be able to keep weapons as a form self defence to defend their property and themselves
A18297	We should adopt an austerity regime	against	absolutely not.  the great president donald trump is turning the country around and saving us from the financial disaster that the last eight years were leading the united states towards.
A18298	We should legalize cannabis	in favor of	legalizing cannabis will make it easier for those who need it for medical reasons to acquire it.
A18299	We should ban cosmetic surgery	in favor of	banning cosmetic surgery would take the pressure off people to look a certain way that media and society dictates.
A18301	We should adopt gender-neutral language	in favor of	gender neutral language will allow both genders to be included and liberated to succeed as much as possible.  removing gender benefits all and reduces discrimination and suppression.
A18305	We should legalize cannabis	against	legalising cannabis could normalise it and encourage more children to partake
A18308	We should abolish the three-strikes laws	in favor of	minorities are more likely to be prosecuted and therefore have prior offences so this is unfairly applied
A18311	We should abandon the use of school uniform	against	school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.
A18313	We should subsidize journalism	against	State subsidies for journalism will make journals financially dependent on the government, which will allow the government to influence what news gets reported and how the reporting is done.
A18314	We should limit executive compensation	in favor of	executive compensation too often fails to deliver and as such causes working issues, therefore it should not only be limited but stopped completely.
A18316	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery is dangerous for all ages but especially so for minors therefore it should be banned for their age.
A18318	We should adopt an austerity regime	against	We should not adopt an austerity regime because this move hurt people that are living on their pensions and people pay more taxes and this hurt a lot of people
A18321	We should abolish the three-strikes laws	in favor of	Three strikes laws lead to prison over-population since more offenders are put away for a longer time. This leads to worse prison conditions and more violence in prisons.
A18322	We should ban the Church of Scientology	in favor of	Scientology is not a true religion it is a sect or a cult which brainwashes it's followers and makes money from them.
A18323	We should adopt atheism	in favor of	We should adopt atheism as then there would be no arguments about religion which seems to be the cause of most wars and disagreements in society.
A18324	We should legalize organ trade	against	people would sell organs because to them money is more important than health, putting them at risk.
A18325	We should ban cosmetic surgery for minors	against	a person should be allowed to choose what happens to their bodies
A18326	We should abandon the use of school uniform	in favor of	school uniforms limit the ability to express one's self.
A18327	We should abolish the right to keep and bear arms	in favor of	gun ownership hurts more people than it helps.
A18328	We should subsidize journalism	in favor of	keeping journalist in work helps the nation keep up with the news
A18331	We should end the use of economic sanctions	against	its the only way to send a hard message
A18332	We should ban targeted killing	in favor of	targeted killings need to stop because the bad guys need to be caught and brought to trial if possible
A18334	We should fight for the abolition of nuclear weapons	against	The risk of nuclear war has made great powers more likely to turn to negotiation and cooperation to settle disputes, and abolishing nuclear weapons would make war less costly and more likely.
A18335	We should end mandatory retirement	in favor of	Mandatory retirement is discriminatory on the basis of age, which is an immutable characteristic much like gender or race in that one has no control over it.
A18338	We should adopt atheism	against	people have the right to choose any religion they with, atheism should not be forced upon them.
A18339	We should abandon the use of school uniform	against	school uniform makes all children on a level at school, reducing their differences in background and wealth to unify the class
A18340	We should prohibit school prayer	against	we should not prohibit school prayer because it would violate rights some religions
A18341	We should ban factory farming	against	for many, eating factory farmed food, is the only way they can afford to eat meat so to ban it would limit the food types poorer people could eat.
A18342	We should ban missionary work	in favor of	Sometimes, missionary workers condition the receipt of aid on a community's willingness to accept or be taught the Christian religion.
A18344	We should ban the Church of Scientology	against	this country was founded by the freedom of religion, so people should have the right to follow any church they want.
A18345	We should stop the development of autonomous cars	in favor of	autonomous cars have already caused multiple fatalities and are being used on public roads right now without being adequately tested. the makers are literally using human lives to beta test their products.
A18346	We should legalize organ trade	in favor of	Legalizing the organ trade would allow more patients to receive the organ transplant they need.
A18350	We should ban private military companies	against	military is a big organization that needs private company to supply their needs
A18351	We should ban human cloning	in favor of	human cloning should be banned as it is unnatural and serves no purpose in the world. individuality would be lost.
A18353	We should subsidize embryonic stem cell research	against	the nhs has limited funding and this should be spent providing care for those that need it rather than wasting it on research that may not help solve anytihng
A18355	We should ban factory farming	against	let the free market decide whether or not we should allow factory farming
A18356	We should ban telemarketing	against	we live in a capitalist country and telemarketing  is how many businesses grow and develop.
A18358	We should prohibit school prayer	in favor of	religious beliefs are forced upon children and children of different religions may feel excluded
A18359	We should abolish capital punishment	in favor of	capital punishment is barbaric, what if an innocent person is killed under these laws, you cannot release them and make restitution, capital punishment makes authorities as guilty of crime as the criminals.
A18360	We should ban the use of child actors	against	the roles of child actors cannot be fulfilled by adults so it would be impossible to ban their use.
A18361	We should abolish safe spaces	against	safe spaces provide a valuable service to those who may be suffering from ptsd
A18363	We should subsidize student loans	against	it isn't the obligation of any tax payer to give money to help someone else get an education.  that is a personal choice, and if they want to go to college they need to pay for it on their own.
A18365	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms has enabled the death of many innocent people - including small children. it is time to move on.
A18367	We should ban algorithmic trading	in favor of	algorithmic trading can be manipulated and used for nefarious reasons
A18368	We should introduce compulsory voting	in favor of	compulsory voting could be used as a way to check population and make sure everyone has current ids.
A18369	We should abolish the three-strikes laws	against	this law is good for young people who would learn their lesson and become good adults
A18370	We should adopt gender-neutral language	against	gender-neutral language is unnecessary.
A18373	We should abolish intellectual property rights	in favor of	ideas and products need to be available at a fair price for everyone, allowing companies to have their intellectual rights means they can charge far too much to people who need that service or product.
A18374	We should subsidize Wikipedia	against	we should not subsidize wikipedia because it already receives more than enough money through voluntary donations
A18375	We should oppose collectivism	in favor of	collectivism takes the focus off the individual as well as the ways in which each of us is unique. supporting collectivism means wanting the individual to remain subordinate to society.
A18376	We should legalize cannabis	in favor of	the healing properties of cannabis are necessary to alleviate the health of many patients who do not have access to it due to its restriction
A18378	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research may in the future lead to the discovery of treatments for many debilitating medical conditions
A18381	We should abolish safe spaces	in favor of	safe spaces are often used to stifle free expression of opinions
A18383	We should adopt libertarianism	against	libertarianism is a selfish and dangerous philosophy, devoid of empathy and charity. if it were to become the dominant political system, we would see a huge increase in social inequality.
A18384	We should ban missionary work	against	it helps small third world countries become more modernized.
A18385	We should subsidize embryonic stem cell research	in favor of	without further research we won't know what amazing potential we have with embryonic stem cells
A18386	We should ban the Church of Scientology	in favor of	there have been credible witnesses to the fact that the church of scientology engages in physical and emotional abuse
A18387	We should adopt gender-neutral language	in favor of	neutral language is an alternative at the time of speaking that serves to include all persons without gender exclusion
A18388	We should adopt an austerity regime	in favor of	adopting an austerity regime is the best way to reduce the budget deficits we currently are faced with
A18389	We should ban cosmetic surgery	against	people have the right to enhance their body in any way they want to.
A18391	We should subsidize Wikipedia	against	wikipedia is a private entity and is responsible for its own operating costs
A18392	We should ban missionary work	in favor of	Missionaries try to force their beliefs and values on people.
A18393	We should subsidize journalism	against	journalists get paid enough, they don't need any more money.
A18394	We should ban the use of child actors	against	the usage of child actors should not be banned as they are an important part of the acting field they have adults who can make rationale decisions for them.
A18395	We should limit executive compensation	against	if someone has worked hard to get where they are in a company then they should be rewarded accordingly.
A18397	We should introduce compulsory voting	against	people should not be forced to vote if they don't feel compelled to vote for a candidate or issue..
A18399	We should abolish the right to keep and bear arms	against	the right to keep and bear arms is an constitutional right that needs to be upheld.
A18400	We should abolish the Olympic Games	in favor of	they are boring and cost too much money
A18401	We should adopt a multi-party system	against	introducing a multi-party system would be detrimental to stability and consistency of our political system
A18402	We should end the use of economic sanctions	in favor of	economic sanctions cause hard feelings between nations and can cause war.
A18403	We should limit executive compensation	in favor of	Executive compensation should be limited to ensure the top staff is not taking all of the rewards for companies that are supported by thousands of workers. All employees contribute to the success of a company.
A18404	We should subsidize space exploration	in favor of	we need to explore space so we can find minerals that are getting depleted on our planet
A18405	We should adopt libertarianism	against	without regulations and welfare, society would collapse into vast pools of crime and poverty
A18407	We should subsidize embryonic stem cell research	against	some religions do not believe in this sort of research.
A18408	We should ban the Church of Scientology	in favor of	scientology is in fact a cult, cults need to be stopped.
A18409	We should limit judicial activism	against	it is important that the highly experienced, well trained people at the top of the judicial system can use their own experiences and common sense when passing judgments - else anyone could be a judge.
A18410	We should stop the development of autonomous cars	against	autonomous cars could prevent traffic jams and accidents.
A18411	We should adopt atheism	against	we should not adopt atheism because everyone should have something to believe in.
A18412	We should ban the use of child actors	in favor of	using child actors can create unimaginable pressure ans stress on the child if they become a star or the production is a success and this can lead to substance abuse problems to cope with said pressure
A18415	We should abolish safe spaces	in favor of	safe spaces act to stifle free speech
A18416	We should ban cosmetic surgery for minors	against	cosmetic surgery might be the only hope for children born with disfigurements that would have severe impact on self-esteem and lead to psychological issues and childhood trauma.
A18417	We should ban the Church of Scientology	against	we should not ban the church of scientology because people have a right to chose their believes
A18418	We should abolish capital punishment	against	Abolishing death penalty means abandoning the poor -who suffer the most from high crime rates -  only so that the elites could feel good about themselves.
A18420	We should subsidize space exploration	in favor of	subsidizing space exploration is a positive move to help advance our space program.
A18421	We should ban algorithmic trading	against	algorithmic trading can do a job that humans are not able to do
A18422	We should abolish the Olympic Games	against	they increase tourist activities and are a boost to the local economy.
A18423	We should adopt gender-neutral language	in favor of	in a time of equality, knowing the gender of a person isn't important, salesperson is a much more inclusive term than saleswoman.
A18424	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons will someday destroy everyone and everything.
A18425	We should adopt libertarianism	in favor of	Libertarianism increases individual liberties by preventing the government from controlling every aspect of our lives.
A18426	We should adopt gender-neutral language	against	gender-neutral language doesn't always help people clearly communicate what they mean
A18428	We should introduce compulsory voting	in favor of	compulsory voting would be beneficial because more people would take an interest in politics, creating a more fair representation in government.
A18431	We should stop the development of autonomous cars	against	developing autonomous cars is a necessity. it would make roads and travel much safer as car accidents account for an incredible amount of deaths. there would be no more drunk and distracted driving accidents.
A18433	We should ban cosmetic surgery for minors	against	children should be allowed to have a procedure if they have their parents permission
A18434	We should subsidize student loans	in favor of	student loans is a type of aid that is given to them in order to help lower their expenses and debts
A18435	We should prohibit school prayer	against	the basic message in prayer is universal, encouraging people to be considerate and love one another - this is a basic message for every child in school, irrespective of their religion, and should be encouraged.
A18437	We should legalize organ trade	in favor of	everyone should have a choice about what they want to do with their bodies, and if selling an organ is one of them, they should be free to decide.
A18438	We should oppose collectivism	in favor of	collectivism is morally wrong and a form of slavery.
A18439	We should adopt a multi-party system	in favor of	we must have more options to choose and leave this bipartisan dictatorship
A18440	We should fight for the abolition of nuclear weapons	in favor of	States have an obligation to their citizens to protect them, the existence of nuclear weapons anywhere poses an existential threat to citizens everywhere, which means every nation has an obligation to fight for abolition.
A18441	We should subsidize space exploration	against	we have too many problems here on our own planet to worry about putting money into searching space.
A18444	We should ban human cloning	against	cloning of organs can and will save many lives, people who need organ transplants could be saved by cloning organs for them rather than waiting for others to die, cloned limbs would also help disabled people.
A18445	We should ban algorithmic trading	against	this helps traders make more informed decisions
A18446	We should limit judicial activism	in favor of	judicial activism should be limited because a judge should not be making all decisions.
A18447	We should oppose collectivism	against	collectivism bands people together to solve problems in their communities
A18448	We should abolish capital punishment	against	capital punishment is fair if the person had killed someone as they are only getting what they have dealt.
A18449	We should adopt libertarianism	in favor of	libertarians are more fair than other politicians.
A18451	We should limit executive compensation	in favor of	out of control executive compensation raises the disparity between the haves and the have nots.
A18452	We should subsidize journalism	in favor of	presentation of information is important and needs help to keep it viable and reliable.
